NbEssai, Freq, P, Erreur (%)
100.0, 31.0, 0.31, 7.056468721983228
200.0, 64.0, 0.32, 10.509903196885915
300.0, 86.0, 0.2866666666666667, 1.001545052789698
400.0, 122.0, 0.305, 5.329751484531883
500.0, 129.0, 0.258, 10.901390547510731
600.0, 183.0, 0.305, 5.329751484531883
700.0, 183.0, 0.26142857142857145, 9.717355870401231
800.0, 236.0, 0.295, 1.8763170096291957
900.0, 276.0, 0.30666666666666664, 5.905323897015658
1000.0, 288.0, 0.288, 0.5410871228026859
1100.0, 300.0, 0.2727272727272727, 5.815423411744967
1200.0, 332.0, 0.27666666666666667, 4.4549795276923865
1300.0, 378.0, 0.2907692307692308, 0.4152485779396073
1400.0, 406.0, 0.29, 0.1495997721778517
1500.0, 464.0, 0.30933333333333335, 6.826239756989722
1600.0, 453.0, 0.283125, 2.224636429317732
1700.0, 495.0, 0.2911764705882353, 0.5558861809899461
1800.0, 510.0, 0.2833333333333333, 2.1526898777572674
1900.0, 520.0, 0.2736842105263158, 5.484951213189674
2000.0, 601.0, 0.3005, 3.775705970825674
2100.0, 630.0, 0.3, 3.6030342470805397
2200.0, 660.0, 0.3, 3.6030342470805397
2300.0, 658.0, 0.28608695652173916, 1.201744152784053
2400.0, 690.0, 0.2875, 0.7137588465478202
2500.0, 726.0, 0.2904, 0.28773715117396303
2600.0, 766.0, 0.2946153846153846, 1.7434926067483276
2700.0, 769.0, 0.2848148148148148, 1.6410699555494652
2800.0, 827.0, 0.2953571428571429, 1.9996539551614452
2900.0, 861.0, 0.2968965517241379, 2.5312787203866045
3000.0, 865.0, 0.28833333333333333, 0.4259726403059232
3100.0, 886.0, 0.28580645161290325, 1.2986146850393896
3200.0, 957.0, 0.2990625, 3.2792747650584193
3300.0, 993.0, 0.3009090909090909, 3.9169828357080583
3400.0, 942.0, 0.27705882352941175, 4.319550724755034
3500.0, 1008.0, 0.288, 0.5410871228026859
3600.0, 1066.0, 0.2961111111111111, 2.260031951285052
3700.0, 1096.0, 0.29621621621621624, 2.2963293106308886
3800.0, 1120.0, 0.29473684210526313, 1.7854371550264894
3900.0, 1123.0, 0.28794871794871796, 0.5587970431867915
4000.0, 1156.0, 0.289, 0.1957436753124171
4100.0, 1188.0, 0.2897560975609756, 0.06536966303388371
4200.0, 1214.0, 0.28904761904761905, 0.1792987492414428
4300.0, 1279.0, 0.2974418604651163, 2.719597520942648
4400.0, 1206.0, 0.2740909090909091, 5.34450052880368
4500.0, 1279.0, 0.2842222222222222, 1.8457179244325859
4600.0, 1375.0, 0.29891304347826086, 3.2276609345911194
4700.0, 1378.0, 0.29319148936170214, 1.251759710976592
4800.0, 1395.0, 0.290625, 0.3654394268592841
4900.0, 1454.0, 0.296734693877551, 2.475382173642934
5000.0, 1461.0, 0.2922, 0.9093553566564546
5100.0, 1515.0, 0.29705882352941176, 2.5873182250503417
5200.0, 1522.0, 0.2926923076923077, 1.0793705923439672
5300.0, 1506.0, 0.28415094339622643, 1.8703335999350275
5400.0, 1574.0, 0.2914814814814815, 0.661219694385673
5500.0, 1597.0, 0.2903636363636364, 0.2751792076288707
5600.0, 1558.0, 0.2782142857142857, 3.920519430386028
5700.0, 1615.0, 0.2833333333333333, 2.1526898777572674
5800.0, 1691.0, 0.291551724137931, 0.6854775355248192
5900.0, 1680.0, 0.2847457627118644, 1.6649166468388037
6000.0, 1701.0, 0.2835, 2.0951326365088954
6100.0, 1694.0, 0.2777049180327869, 4.0964262215549425
6200.0, 1747.0, 0.2817741935483871, 2.6911285862098255
6300.0, 1855.0, 0.29444444444444445, 1.684459538801277
6400.0, 1842.0, 0.2878125, 0.6058390192070945
6500.0, 1877.0, 0.2887692307692308, 0.27543831704093036
6600.0, 1828.0, 0.276969696969697, 4.3503299981498795
6700.0, 1916.0, 0.2859701492537313, 1.2420827774097982
6800.0, 1987.0, 0.2922058823529412, 0.9113867887005193
6900.0, 1988.0, 0.2881159420289855, 0.501047302803811
7000.0, 2044.0, 0.292, 0.8402866671583893
7100.0, 2118.0, 0.2983098591549296, 3.0193551808998085
7200.0, 2106.0, 0.2925, 1.0129583909035238
7300.0, 2106.0, 0.28849315068493153, 0.3707807651362359
7400.0, 2162.0, 0.2921621621621622, 0.8962883072919573
7500.0, 2185.0, 0.29133333333333333, 0.6100577021648832
7600.0, 2228.0, 0.2931578947368421, 1.2401580274102895
7700.0, 2265.0, 0.29415584415584417, 1.5847933201893691
7800.0, 2301.0, 0.295, 1.8763170096291957
7900.0, 2263.0, 0.28645569620253164, 1.0744023201927153
8000.0, 2346.0, 0.29325, 1.2719659765212348
8100.0, 2355.0, 0.29074074074074074, 0.4054097332817623
8200.0, 2322.0, 0.28317073170731705, 2.2088432838532523
8300.0, 2332.0, 0.2809638554216867, 2.9709735485173456
8400.0, 2463.0, 0.2932142857142857, 1.2596322819680041
8500.0, 2547.0, 0.29964705882352943, 3.4811483244369263
8600.0, 2414.0, 0.28069767441860466, 3.0628974137781246
8700.0, 2512.0, 0.288735632183908, 0.2870413683270876
8800.0, 2535.0, 0.28806818181818183, 0.517540978655609
8900.0, 2588.0, 0.2907865168539326, 0.42121821402413784
9000.0, 2615.0, 0.29055555555555557, 0.34145724300578945
9100.0, 2614.0, 0.28725274725274724, 0.79914596268552
9200.0, 2652.0, 0.2882608695652174, 0.45099752780521274
9300.0, 2665.0, 0.28655913978494624, 1.0386787568209144
9400.0, 2692.0, 0.28638297872340424, 1.0995148251273745
9500.0, 2839.0, 0.2988421052631579, 3.203162886828659
