NbEssai, Freq, P, Erreur (%)
100.0, 6.0, 0.06, 12.845961327763366
200.0, 16.0, 0.08, 16.20538489631552
300.0, 20.0, 0.06666666666666667, 3.162179253070406
400.0, 24.0, 0.06, 12.845961327763366
500.0, 27.0, 0.054, 21.56136519498703
600.0, 47.0, 0.07833333333333334, 13.784439377642283
700.0, 48.0, 0.06857142857142857, 0.3953843745866969
800.0, 56.0, 0.07, 1.6797117842760847
900.0, 68.0, 0.07555555555555556, 9.749530179853542
1000.0, 77.0, 0.077, 11.847682962703681
1100.0, 78.0, 0.07090909090909091, 3.000227521734204
1200.0, 90.0, 0.075, 8.94254834029579
1300.0, 81.0, 0.06230769230769231, 9.493882917292726
1400.0, 94.0, 0.06714285714285714, 2.4704805334494786
1500.0, 101.0, 0.06733333333333333, 2.193801045601116
1600.0, 125.0, 0.078125, 13.48182118780812
1700.0, 105.0, 0.061764705882352944, 10.282607249168166
1800.0, 127.0, 0.07055555555555555, 2.4866936238338164
1900.0, 127.0, 0.0668421052631579, 2.9073428826837446
2000.0, 121.0, 0.0605, 12.119677672161394
2100.0, 157.0, 0.07476190476190477, 8.596698980485337
2200.0, 180.0, 0.08181818181818182, 18.846416371231776
2300.0, 159.0, 0.06913043478260869, 0.416609774533508
2400.0, 159.0, 0.06625, 3.7674156327387096
2500.0, 182.0, 0.0728, 5.746900255647123
2600.0, 208.0, 0.08, 16.20538489631552
2700.0, 175.0, 0.06481481481481481, 5.852118718262898
2800.0, 216.0, 0.07714285714285714, 12.055192578589953
2900.0, 210.0, 0.07241379310344828, 5.185908742354569
3000.0, 195.0, 0.065, 5.583124771743641
3100.0, 204.0, 0.06580645161290323, 4.411699520772716
3200.0, 232.0, 0.0725, 5.311130062285928
3300.0, 243.0, 0.07363636363636364, 6.961774734108602
3400.0, 227.0, 0.06676470588235293, 3.0197706931484594
3500.0, 236.0, 0.06742857142857143, 2.0554613016769143
3600.0, 221.0, 0.06138888888888889, 10.828506728868998
3700.0, 265.0, 0.07162162162162163, 4.03522634298518
3800.0, 225.0, 0.05921052631578947, 13.992724994503325
3900.0, 258.0, 0.06615384615384616, 3.907085566508315
4000.0, 296.0, 0.074, 7.489981029091846
4100.0, 305.0, 0.07439024390243902, 8.056836565171434
4200.0, 282.0, 0.06714285714285714, 2.4704805334494786
4300.0, 277.0, 0.0644186046511628, 6.4276406503505825
4400.0, 327.0, 0.07431818181818182, 7.9521615372022065
4500.0, 331.0, 0.07355555555555555, 6.844395557445653
4600.0, 307.0, 0.0667391304347826, 3.0569207522585278
4700.0, 323.0, 0.06872340425531914, 0.1746294640693943
4800.0, 382.0, 0.07958333333333334, 15.600148516647213
4900.0, 326.0, 0.06653061224489797, 3.3598074586763733
5000.0, 318.0, 0.0636, 7.616719007429161
5100.0, 340.0, 0.06666666666666667, 3.162179253070406
5200.0, 339.0, 0.06519230769230769, 5.303784904204431
5300.0, 359.0, 0.06773584905660378, 1.6091198637328483
5400.0, 346.0, 0.06407407407407407, 6.928094504339888
5500.0, 373.0, 0.06781818181818182, 1.4895259856234375
5600.0, 374.0, 0.06678571428571428, 2.989254573165179
5700.0, 413.0, 0.07245614035087719, 5.2474209696892675
5800.0, 411.0, 0.07086206896551724, 2.931924983589812
5900.0, 391.0, 0.06627118644067796, 3.736640901569145
6000.0, 377.0, 0.06283333333333334, 8.73035394601885
6100.0, 390.0, 0.06393442622950819, 7.1309423984363765
6200.0, 414.0, 0.0667741935483871, 3.0059892196076174
6300.0, 450.0, 0.07142857142857142, 3.7548079431388466
6400.0, 449.0, 0.07015625, 1.9066754266516963
6500.0, 428.0, 0.06584615384615385, 4.354029354571077
6600.0, 437.0, 0.06621212121212121, 3.8224371217994753
6700.0, 464.0, 0.06925373134328358, 0.5957063281537274
6800.0, 433.0, 0.06367647058823529, 7.505640330690043
6900.0, 468.0, 0.06782608695652174, 1.478043240080317
7000.0, 504.0, 0.072, 4.584846406683956
7100.0, 457.0, 0.06436619718309859, 6.503766025323608
7200.0, 478.0, 0.06638888888888889, 3.565670172849282
7300.0, 506.0, 0.06931506849315068, 0.6848026670130934
7400.0, 532.0, 0.0718918918918919, 4.427812102770025
7500.0, 523.0, 0.06973333333333333, 1.2923605012883488
7600.0, 502.0, 0.06605263157894736, 4.054106549423712
7700.0, 507.0, 0.06584415584415584, 4.356931586961095
7800.0, 483.0, 0.06192307692307692, 10.052562652371169
7900.0, 544.0, 0.06886075949367089, 0.024888265182979367
8000.0, 555.0, 0.069375, 0.771857214773619
8100.0, 571.0, 0.07049382716049382, 2.397028974994064
8200.0, 558.0, 0.06804878048780488, 1.154565896121857
8300.0, 575.0, 0.06927710843373494, 0.6296631255744304
8400.0, 569.0, 0.06773809523809524, 1.6058571339233247
8500.0, 588.0, 0.0691764705882353, 0.4834798809316558
8600.0, 577.0, 0.06709302325581395, 2.5428676087586437
8700.0, 641.0, 0.07367816091954023, 7.02248810134805
8800.0, 611.0, 0.06943181818181818, 0.8543894483647377
8900.0, 624.0, 0.0701123595505618, 1.8429215945237178
9000.0, 641.0, 0.07122222222222223, 3.455071831303127
9100.0, 589.0, 0.06472527472527473, 5.982181725371097
9200.0, 599.0, 0.0651086956521739, 5.4252370205258345
9300.0, 661.0, 0.0710752688172043, 3.241612118903972
9400.0, 627.0, 0.06670212765957446, 3.1106697739497027
9500.0, 679.0, 0.07147368421052631, 3.82033729552399
9600.0, 693.0, 0.0721875, 4.857202777534705
9700.0, 623.0, 0.06422680412371135, 6.706243826798233
9800.0, 640.0, 0.0653061224489796, 5.138461309130184
